Google ID,Name,Full address,Is closed,Description 1,Main type,All types,Website,Website (root url),Phone,Phone international,Borough,Street,City,Postal code,State,Country,Country code,Longitude,Latitude,Link,First seen on,Reviews count,Reviews rating,Reviews per score,Photos count,Photo 1,Photo 2,All photos
0x8c036f8c30a83605:0x3252f4b8d64db46c,Better Foods Corp.,"Better Foods Corp., 151 Norte, C. Labra, San Juan, 00912, Puerto Rico",No,"Consume alimentación noble. Los frutos que provienen de nuestras fincas es trabajo con amor y dedicación.
Apoya el consumo local y de cultivo orgánico. Nuestros Meal Preps siempre frescos con dos entregas a la semana para proveer los nutrientes necesarios en tu plan alimenticio.
Amamos lo que hacemos. Somos un estilo de vida, no solo un servicio más de entrega de comidas.",Organic restaurant,"Organic restaurant,Vegan restaurant,Vegetarian restaurant",,,+1 787-646-8136,17876468136,Santurce,"151 Norte, C. Labra",San Juan,912,San Juan,Puerto Rico,PR,-66.0726042,18.4524232,"https://www.google.com/maps/preview/place/Better+Foods+Corp.,+151+Norte,+C.+Labra,+San+Juan,+00912,+Puerto+Rico/@18.4524232,-66.0726042,3785a,13.1y/data=!4m2!3m1!1s0x8c036f8c30a83605:0x3252f4b8d64db46c",8/30/2021,65,4.7,"{""1"":2.0,""2"":3.0,""3"":0.0,""4"":4.0,""5"":56.0}",228,https://lh5.googleusercontent.com/p/AF1QipNC4XVFdRio4WKmTPaFciN4QE33lHOVJIqCLF_q,,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipNC4XVFdRio4WKmTPaFciN4QE33lHOVJIqCLF_q""]"
0x8c0318e0c5d0b419:0xc10f01861d958ed0,La Tranka Sport Bar,"La Tranka Sport Bar, PR-1685, Manatí, 00674, Puerto Rico",No,"Chichorro con picadera, comida a la carta, cervezas bien frías y buen ambiente.",Bar,Bar,https://m.facebook.com/latrankasportbar,https://m.facebook.com,+1 787-663-3670,17876633670,,PR-1685,Manatí,674,Manatí,Puerto Rico,PR,-66.4967849,18.4504842,"https://www.google.com/maps/preview/place/La+Tranka+Sport+Bar,+PR-1685,+Manat%C3%AD,+00674,+Puerto+Rico/@18.4504842,-66.4967849,3785a,13.1y/data=!4m2!3m1!1s0x8c0318e0c5d0b419:0xc10f01861d958ed0",8/30/2021,290,4.6,"{""1"":5.0,""2"":5.0,""3"":19.0,""4"":50.0,""5"":211.0}",110,https://lh5.googleusercontent.com/p/AF1QipPejBPDabUsaBY6z2L2NilQm1IoyiGDsg-wc4aM,https://lh5.googleusercontent.com/p/AF1QipNLD3v8CJXPyenwwLs9oNGeRByJ98t79hUhpxd8,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipPejBPDabUsaBY6z2L2NilQm1IoyiGDsg-wc4aM"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipNLD3v8CJXPyenwwLs9oNGeRByJ98t79hUhpxd8""]"
0x8c036f3103a49fa1:0x1696466505e9c728,Peko Peko,"Peko Peko, 1000 Av. Juan Ponce de León local 3, San Juan, 00907, Puerto Rico",No,,Restaurant,"Ramen restaurant,Restaurant",http://www.pekopekopr.com,http://www.pekopekopr.com,+1 787-508-6377,17875086377,Santurce,1000 Av. Juan Ponce de León local 3,San Juan,907,San Juan,Puerto Rico,PR,-66.0788084,18.4532712,"https://www.google.com/maps/preview/place/Peko+Peko,+1000+Av.+Juan+Ponce+de+Le%C3%B3n+local+3,+San+Juan,+00907,+Puerto+Rico/@18.4532712,-66.0788084,3785a,13.1y/data=!4m2!3m1!1s0x8c036f3103a49fa1:0x1696466505e9c728",8/30/2021,569,4.4,"{""1"":28.0,""2"":23.0,""3"":33.0,""4"":77.0,""5"":408.0}",614,https://lh5.googleusercontent.com/p/AF1QipOgAMzMEnAo_MK29a6Cj1Xw_L_wPy6hnNyl-zVH,https://lh5.googleusercontent.com/p/AF1QipMv7VZIgEI75zPSCZpE7gS9guzoN0eLB9yvMJVY,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipOgAMzMEnAo_MK29a6Cj1Xw_L_wPy6hnNyl-zVH"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipMv7VZIgEI75zPSCZpE7gS9guzoN0eLB9yvMJVY""]"
0x8c0325d15f0c84a3:0x20d0f2018905fb9a,Asao,"Asao, Barrio Pesas Km. 18.5PR-149, KM. 18.5, Int. PR-615 | Intersection Road 615, Ciales 00638, Carretera 149, Ciales, 00638, Puerto Rico",No,,Barbecue restaurant,Barbecue restaurant,https://www.facebook.com/asaosmokehouse,https://www.facebook.com,+1 787-930-2183,17879302183,,"Barrio Pesas Km. 18.5PR-149, KM. 18.5, Int. PR-615 | Intersection Road 615, Ciales 00638, Carretera 149",Ciales,638,Ciales,Puerto Rico,PR,-66.4796865,18.3026364,"https://www.google.com/maps/preview/place/Asao,+Barrio+Pesas+Km.+18.5PR-149,+KM.+18.5,+Int.+PR-615+%7C+Intersection+Road+615,+Ciales+00638,+Carretera+149,+Ciales,+00638,+Puerto+Rico/@18.3026364,-66.4796865,3788a,13.1y/data=!4m2!3m1!1s0x8c0325d15f0c84a3:0x",8/30/2021,1806,4.4,"{""1"":99.0,""2"":48.0,""3"":142.0,""4"":341.0,""5"":1176.0}",1651,https://lh5.googleusercontent.com/p/AF1QipNRdl6EtHTJMCxTcfdSTCUZ_HYPqKnmTnXI7jdZ,https://lh5.googleusercontent.com/p/AF1QipMYo_fliCYWnSUNt74t173GpkF9l-yjfR-EbGcW,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipNRdl6EtHTJMCxTcfdSTCUZ_HYPqKnmTnXI7jdZ"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipMYo_fliCYWnSUNt74t173GpkF9l-yjfR-EbGcW""]"
0x8c036bc98dccb281:0x79fc727903bd3cdb,Party City,"Party City, 15 Ave Comerio, Bayamón, 00961, Puerto Rico",No,"Whether you're hosting a baby shower, a birthday party, a Halloween costume party, or a holiday event, Party City in Bayamon offers party supplies for every occasion.",Party store,"Balloon store,Candy store,Costume store,Party store",https://stores.partycity.com/us/pr/bayamon/party-store-pc141.html?extcmp=GMBlisting_PR_PC141_organic,https://stores.partycity.com,+1 787-269-4949,17872694949,Hato Tejas,15 Ave Comerio,Bayamón,961,Bayamón,Puerto Rico,PR,-66.1623401,18.4124139,"https://www.google.com/maps/preview/place/Party+City,+15+Ave+Comerio,+Bayam%C3%B3n,+00961,+Puerto+Rico/@18.4124139,-66.1623401,3786a,13.1y/data=!4m2!3m1!1s0x8c036bc98dccb281:0x79fc727903bd3cdb",8/30/2021,1065,4.4,"{""1"":31.0,""2"":22.0,""3"":110.0,""4"":234.0,""5"":668.0}",105,https://lh5.googleusercontent.com/p/AF1QipNvy55Hfqw9cnlfY8EEjokz3FLiwkkIfg9GESy-,https://lh5.googleusercontent.com/p/AF1QipOkwUdLbERwqLkyYlRsK2bL3jhAYJKMKB-Zjd8v,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipNvy55Hfqw9cnlfY8EEjokz3FLiwkkIfg9GESy-"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipOkwUdLbERwqLkyYlRsK2bL3jhAYJKMKB-Zjd8v""]"
0x8c032389b9aabfdb:0xf7334930919c0fe9,El Bohío,"8GC5+XQF El Bohío, Ciales, 00638, Puerto Rico",No,,Puerto Rican restaurant,Puerto Rican restaurant,,,+1 787-430-0156,17874300156,,8GC5+XQF,Ciales,638,Ciales,Puerto Rico,PR,-66.4905744,18.322439,"https://www.google.com/maps/preview/place/8GC5%2BXQF+El+Boh%C3%ADo,+Ciales,+00638,+Puerto+Rico/@18.322439,-66.4905744,3788a,13.1y/data=!4m2!3m1!1s0x8c032389b9aabfdb:0xf7334930919c0fe9",8/30/2021,1138,4.6,"{""1"":18.0,""2"":11.0,""3"":63.0,""4"":193.0,""5"":853.0}",757,https://lh5.googleusercontent.com/p/AF1QipME3lAYx94zOOztZLFagDA1b0tgpd_jqkvjBpn5,https://lh5.googleusercontent.com/p/AF1QipPYWZWSEI9UUpZZ_Y3qfJdINgv8Jreolw9vXaqq,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipME3lAYx94zOOztZLFagDA1b0tgpd_jqkvjBpn5"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipPYWZWSEI9UUpZZ_Y3qfJdINgv8Jreolw9vXaqq""]"
0x8c0369c9e3d2a0e1:0x8070d75dda7d8d50,Gourmet Business Solutions Group Inc.,"Gourmet Business Solutions Group Inc., 1462 Ave Paz Granela, San Juan, 00921, Puerto Rico",No,"Gourmet Business Solutions Group Inc will provide you the Best High End and Gourmet Products, Services and Commercial Equipments that will make your Business or Event Successful.",Coffee shop,"Chocolate shop,Coffee shop,Gourmet grocery store,Restaurant supply store",http://www.gbsonlinestore.com,http://www.gbsonlinestore.com,+1 787-545-4546,17875454546,Monacillo Urbano,1462 Ave Paz Granela,San Juan,921,San Juan,Puerto Rico,PR,-66.1011159,18.3805159,"https://www.google.com/maps/preview/place/Gourmet+Business+Solutions+Group+Inc.,+1462+Ave+Paz+Granela,+San+Juan,+00921,+Puerto+Rico/@18.3805159,-66.1011159,3786a,13.1y/data=!4m2!3m1!1s0x8c0369c9e3d2a0e1:0x8070d75dda7d8d50",8/30/2021,54,4.9,"{""1"":0.0,""2"":0.0,""3"":0.0,""4"":3.0,""5"":51.0}",24,https://lh5.googleusercontent.com/p/AF1QipPBQIvFaglJUjOyyUF2B03a1Ptli7v7VdQ7CX-k,https://lh5.googleusercontent.com/p/AF1QipOQh-85mbx4X9qSv8fX3WM1JU5Y2J5ilbBBEsd6,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipPBQIvFaglJUjOyyUF2B03a1Ptli7v7VdQ7CX-k"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipOQh-85mbx4X9qSv8fX3WM1JU5Y2J5ilbBBEsd6""]"
0x8c0497a01434919f:0x7009035462a17e80,West Marine,"West Marine, 4186 Carretera Estatal Unit 3, Fajardo, 00738, Puerto Rico",No,"West Marine Fajardo services Puerto Del Ray, Puerto Chico, Ceibo, and Puerto Rico with boating, fishing, and watersport supplies. Whether you're competing in the fishing tournament, cruising Isla de Vieques, or paddling Bioluminescent Bay, enjoy the wonders of the Caribbean in the best way possible - from the water. Located by the Caribbean Sea's largest marina, our marine supply store is well-equipped to serve locals and tourists. From fishing rods and sailing rigging to snorkeling masks and boat parts, our staff can help you find what you need for a great day on the water.",Marine supply store,"Bait shop,Boat accessories supplier,Boat cover supplier,Fishing store,Marine supply store,Outdoor clothing and equipment shop,Outdoor sports store,Store,Water ski shop",https://www.westmarine.com/stores/fajardo-pr-544,https://www.westmarine.com,+1 787-801-2700,17878012700,,4186 Carretera Estatal Unit 3,Fajardo,738,Fajardo,Puerto Rico,PR,-65.6733679,18.3476507,"https://www.google.com/maps/preview/place/West+Marine,+4186+Carretera+Estatal+Unit+3,+Fajardo,+00738,+Puerto+Rico/@18.3476507,-65.6733679,3787a,13.1y/data=!4m2!3m1!1s0x8c0497a01434919f:0x7009035462a17e80",8/30/2021,474,4.5,"{""1"":10.0,""2"":10.0,""3"":45.0,""4"":100.0,""5"":309.0}",32,https://lh5.googleusercontent.com/p/AF1QipO7frUgtCTb9WjNKHoFOjEV6fdALoQo5t7567bQ,https://lh5.googleusercontent.com/p/AF1QipM9Wik-v4l9bDDDgVpK2jdkBwZWwgLgCBN5WTZD,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipO7frUgtCTb9WjNKHoFOjEV6fdALoQo5t7567bQ"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipM9Wik-v4l9bDDDgVpK2jdkBwZWwgLgCBN5WTZD""]"
0x8c036ba2674ff973:0x351f44bec85dec2d,Frescura Vegan Kitchen,"Frescura Vegan Kitchen, Reparto Industrial Correa, C. Correa Lote #24, Bayamón, 00960, Puerto Rico",No,"Plant-Based Vegan Restaurant, Espresso Coffee Bar, Desserts, Smoothies and more...",Vegan restaurant,"Caribbean restaurant,Coffee shop,Health food restaurant,Latin American restaurant,Restaurant,Vegan restaurant,Vegetarian cafe and deli,Vegetarian restaurant",http://www.frescuravegankitchen.com,http://www.frescuravegankitchen.com,+1 787-631-1166,17876311166,Hato Tejas,"Reparto Industrial Correa, C. Correa Lote #24",Bayamón,960,Bayamón,Puerto Rico,PR,-66.1643988,18.3992106,"https://www.google.com/maps/preview/place/Frescura+Vegan+Kitchen,+Reparto+Industrial+Correa,+C.+Correa+Lote+%2324,+Bayam%C3%B3n,+00960,+Puerto+Rico/@18.3992106,-66.1643988,3786a,13.1y/data=!4m2!3m1!1s0x8c036ba2674ff973:0x351f44bec85dec2d",8/30/2021,1647,5,"{""1"":1.0,""2"":2.0,""3"":8.0,""4"":36.0,""5"":1600.0}",474,https://lh5.googleusercontent.com/p/AF1QipNbh8vdf2fu-TDpsWUkd043XmEqagSsQfsgrI2S,https://lh5.googleusercontent.com/p/AF1QipOnmiqUDvex96sF0sZFHsV4lp_R58BsJ4dOwhQY,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipNbh8vdf2fu-TDpsWUkd043XmEqagSsQfsgrI2S"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipOnmiqUDvex96sF0sZFHsV4lp_R58BsJ4dOwhQY""]"
0x8c036968f7ec1183:0x3ebd6d12cecb9b44,"The Yellow Door, Coffee & Ice Cream Shop","The Yellow Door, Coffee & Ice Cream Shop, 2000 Carretera 8177, Guaynabo, 00921, Puerto Rico",No,"Tenemos café y mantecados todo el día, brunch hasta las 1500 (3:00pm). Visita nuestra pagina en Instagram theyellowdoorpr para mas detalles.",Bistro,"Bistro,Coffee shop,Ice cream shop",https://linktr.ee/theyellowdoorpr,https://linktr.ee,+1 939-206-1498,19392061498,Frailes,2000 Carretera 8177,Guaynabo,921,Guaynabo,Puerto Rico,PR,-66.0962345,18.3777048,"https://www.google.com/maps/preview/place/The+Yellow+Door,+Coffee+%26+Ice+Cream+Shop,+2000+Carretera+8177,+Guaynabo,+00921,+Puerto+Rico/@18.3777048,-66.0962345,3786a,13.1y/data=!4m2!3m1!1s0x8c036968f7ec1183:0x3ebd6d12cecb9b44",8/30/2021,426,4.5,"{""1"":23.0,""2"":5.0,""3"":19.0,""4"":53.0,""5"":326.0}",669,https://lh5.googleusercontent.com/p/AF1QipPBlB1TqWaIhCtpgqN2ckMOJROzy3Ws8Uv-fg0e,https://lh5.googleusercontent.com/p/AF1QipMQJRSvFcrm1lQaTkqcZtXnk8cElDaSGNe1lvd9,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipPBlB1TqWaIhCtpgqN2ckMOJROzy3Ws8Uv-fg0e"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipMQJRSvFcrm1lQaTkqcZtXnk8cElDaSGNe1lvd9""]"
0x8c02b2359ed34ec3:0x76a01157a17989f7,Aquí Latte,"Aquí Latte, 151 este C. José de Diego, Mayagüez, 00680, Puerto Rico",No,,Coffee shop,Coffee shop,http://facebook.com/aquilatte,http://facebook.com,+1 787-831-1047,17878311047,Mayagüez Pueblo,151 este C. José de Diego,Mayagüez,680,Mayagüez,Puerto Rico,PR,-67.1362775,18.2017871,"https://www.google.com/maps/preview/place/Aqu%C3%AD+Latte,+151+este+C.+Jos%C3%A9+de+Diego,+Mayag%C3%BCez,+00680,+Puerto+Rico/@18.2017871,-67.1362775,3790a,13.1y/data=!4m2!3m1!1s0x8c02b2359ed34ec3:0x76a01157a17989f7",8/30/2021,171,4.7,"{""1"":2.0,""2"":1.0,""3"":6.0,""4"":25.0,""5"":137.0}",123,https://lh5.googleusercontent.com/p/AF1QipPAFHRE_B7sGMmv04nqnHUC5_5sxzQ4NzO6k32g,https://lh5.googleusercontent.com/p/AF1QipP9VHiF3s9S13Kg-yMqDusp7pxR9CxD_3JdqKBA,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipPAFHRE_B7sGMmv04nqnHUC5_5sxzQ4NzO6k32g"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipP9VHiF3s9S13Kg-yMqDusp7pxR9CxD_3JdqKBA""]"
0x8c036af738a5b305:0xd2644899b65c6d7e,Sea World Fresh Fish & Seafood,"Sea World Fresh Fish & Seafood, Amelia Ind Park 36 Calle Diana Ste 2 Guaynabo, San Juan, 00968, Puerto Rico",No,"Sea World LLC, based in San Juan, Puerto Rico, is a full service importer and distributor of fish, seafood, cheeses, oriental and gourmet products.",Fish store,Fish store,http://www.seaworldpr.com,http://www.seaworldpr.com,+1 787-273-1011,17872731011,"Pueblo Viejo, Guaynabo, Puerto Rico",Amelia Ind Park 36 Calle Diana Ste 2 Guaynabo,San Juan,968,Guaynabo,Puerto Rico,PR,-66.1205215,18.4177837,https://www.google.com/maps/place/Sea+World+Fresh+Fish+%26+Seafood/data=!4m2!3m1!1s0x8c036af738a5b305:0xd2644899b65c6d7e!10m1!1e1,8/30/2021,83,4.5,"{""1"":1.0,""2"":5.0,""3"":4.0,""4"":12.0,""5"":61.0}",26,https://lh5.googleusercontent.com/p/AF1QipMBEyiBdEDd2rHhX6ADDdFCpL-3lWRR1wCRzi7c,https://lh5.googleusercontent.com/p/AF1QipOPLITB8fUZB-RRI3HUcdkMOQyVX4UZlsHyQOQ8,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipMBEyiBdEDd2rHhX6ADDdFCpL-3lWRR1wCRzi7c"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipOPLITB8fUZB-RRI3HUcdkMOQyVX4UZlsHyQOQ8""]"
0x8c036ec72de2116d:0x747b517b342ffca3,Chocolato,"Chocolato, 313 Fortaleza Street, San Juan, 00901, Puerto Rico",Yes,"Artisan traditions of Italian gelato, chocolate & coffee blend with the fun and energetic lifestyle of the Caribbean to create a relaxed haven of sweetness for every occasion.

Whether you feel like having a treat to recharge your day or just share a simple happy moment with good friends and loved ones Chocolato is the kind of place were a delicacy becomes an unforgettable smile.

Gelato is our first name, Chocolate is our last name and JOY :) is what we spread in every bite.
Come share some happiness and visit us in our store located in 313 Fortaleza St. Old San Juan.",Ice cream shop,"Bar,Coffee shop,Dessert shop,Ice cream shop",http://www.chocolatojoy.com,http://www.chocolatojoy.com,+1 787-303-0061,17873030061,San Juan Antiguo,313 Fortaleza Street,San Juan,901,San Juan,Puerto Rico,PR,-66.1135729,18.465523,"https://www.google.com/maps/preview/place/Chocolato,+313+Fortaleza+Street,+San+Juan,+00901,+Puerto+Rico/@18.465523,-66.1135729,3784a,13.1y/data=!4m2!3m1!1s0x8c036ec72de2116d:0x747b517b342ffca3",8/30/2021,269,4.5,"{""1"":5.0,""2"":17.0,""3"":12.0,""4"":44.0,""5"":191.0}",488,https://lh5.googleusercontent.com/p/AF1QipPieEN7_xPRGOCbcBRkL24phk9GgG4fadto1AdO,https://lh5.googleusercontent.com/p/AF1QipN2W1dZyV-jsV5WPWfi4ax_V9Lwsd0rTjimR0hg,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipPieEN7_xPRGOCbcBRkL24phk9GgG4fadto1AdO"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipN2W1dZyV-jsV5WPWfi4ax_V9Lwsd0rTjimR0hg""]"
0x8c0367a6fce0cf7f:0xb27cd2cdd9425391,FreshPoint Puerto Rico,"FreshPoint Puerto Rico, Carrertera 848 Calle 2 #110 Zona Industrial, 00976, Puerto Rico",No,"We are your fresh produce distributor serving the Puerto Rico foodservice industry with the finest quality fresh produce. Our commitment to food safety standards means we have a fully-documented HACCP & Recall program, and we are an SQF Certified Level 2 facility. Save time, labor, & food waste with our line of freshly-cut fruits and vegetables. We deliver organic produce, local produce, as well as seasonal and specialty produce. We make produce management easy with online ordering, pricing compliance, and dedicated produce specialists to assist with menu planning. You get fresh produce, and more, with us.",Produce wholesaler,"Dairy supplier,Delivery service,Distribution service,Food and beverage consultant,Food products supplier,Fruit and vegetable processing,Fruit and vegetable store,Fruit and vegetable wholesaler,Produce wholesaler,Warehouse",https://www.freshpoint.com,https://www.freshpoint.com,+1 787-748-9047,17877489047,,Carrertera 848 Calle 2 #110 Zona Industrial,Trujillo Alto,976,Trujillo Alto,Puerto Rico,PR,-66.0021939,18.3756443,"https://www.google.com/maps/preview/place/FreshPoint+Puerto+Rico,+Carrertera+848+Calle+2+%23110+Zona+Industrial,+00976,+Puerto+Rico/@18.3756443,-66.0021939,3786a,13.1y/data=!4m2!3m1!1s0x8c0367a6fce0cf7f:0xb27cd2cdd9425391",8/30/2021,17,4.1,"{""1"":3.0,""2"":0.0,""3"":1.0,""4"":1.0,""5"":12.0}",10,https://lh5.googleusercontent.com/p/AF1QipPDozJK-aTJk32hR4vKXnHonfQIVGncLAI_i4nM,https://lh5.googleusercontent.com/p/AF1QipNA0oT2rZw7Fu8_l0GKWl5YTgcD-rEkLMrLbniI,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipPDozJK-aTJk32hR4vKXnHonfQIVGncLAI_i4nM"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipNA0oT2rZw7Fu8_l0GKWl5YTgcD-rEkLMrLbniI""]"
0x8c036a1d62e96f25:0xcf534ab37462d3c5,"Pan Pepín, Inc.","Pan Pepín, Inc., Minillas Industrial Park, 203 Laurel Avenue, 0100 PR, Bayamón, 00960, Puerto Rico",No,"Ofrecemos una gran variedad de opciones para complacer el gusto de toda tu familia en cada ocasión, desde panes clásicos, económicos y familiares, hasta panecillos especializados únicos.",Corporate office,"Corporate office,Manufacturer",http://www.panpepin.com,http://www.panpepin.com,+1 787-787-1717,17877871717,"Juan Sánchez, Bayamón, Puerto Rico","Minillas Industrial Park, 203 Laurel Avenue, 0100 PR",Bayamón,960,Bayamón,Puerto Rico,PR,-66.1419744,18.3776855,"https://www.google.com/maps/preview/place/Pan+Pep%C3%ADn,+Inc.,+Minillas+Industrial+Park,+203+Laurel+Avenue,+0100+PR,+Bayam%C3%B3n,+00960,+Puerto+Rico/@18.3776855,-66.1419744,3786a,13.1y/data=!4m2!3m1!1s0x8c036a1d62e96f25:0xcf534ab37462d3c5",8/30/2021,177,4.5,"{""1"":7.0,""2"":4.0,""3"":13.0,""4"":16.0,""5"":137.0}",55,https://lh5.googleusercontent.com/p/AF1QipOi5IUPUzpqKAXBiC_sCykGuQ3tltutcVKHwCs7,https://lh5.googleusercontent.com/p/AF1QipMRmbi4GSij5BUzNTrmsX5Fvg8NlHqixO0aKXPD,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipOi5IUPUzpqKAXBiC_sCykGuQ3tltutcVKHwCs7"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipMRmbi4GSij5BUzNTrmsX5Fvg8NlHqixO0aKXPD""]"
0x8c0365e487b7ff9f:0xbb0a12936fc3d07b,Sweet Ann Cakes,"Sweet Ann Cakes, 1225 C. Marginal Villamar, Carolina, 00979, Puerto Rico",No,,Cake shop,"Cafeteria,Cake shop,Restaurant,Sweets and dessert buffet",,,+1 787-230-7141,17872307141,Cangrejo Arriba,1225 C. Marginal Villamar,Carolina,979,Carolina,Puerto Rico,PR,-66.0316233,18.444405,"https://www.google.com/maps/preview/place/Sweet+Ann+Cakes,+1225+C.+Marginal+Villamar,+Carolina,+00979,+Puerto+Rico/@18.444405,-66.0316233,3785a,13.1y/data=!4m2!3m1!1s0x8c0365e487b7ff9f:0xbb0a12936fc3d07b",8/30/2021,697,4.5,"{""1"":28.0,""2"":14.0,""3"":47.0,""4"":119.0,""5"":489.0}",315,https://lh5.googleusercontent.com/p/AF1QipMX87LWf9KJnfxVcfxy5jXOUvBBFHLO72jSj8RL,https://lh5.googleusercontent.com/p/AF1QipPIUq2rCPGYLxnNMOrEDz0geFjZ8vn3iNkvExX2,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipMX87LWf9KJnfxVcfxy5jXOUvBBFHLO72jSj8RL"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipPIUq2rCPGYLxnNMOrEDz0geFjZ8vn3iNkvExX2""]"
0x8c036f31bcadfcd5:0x576dd750f910fd34,Kudough's Donuts & Coffee Bar,"Kudough's Donuts & Coffee Bar, 1503 C. Loíza, San Juan, 00907, Puerto Rico",Yes,"We are PR’s first Artisanal Donut Shop offering one of a kind, handmade donuts, craft beer, local coffee, natural juices, and wines. #HechoEnPR | N-Joy ;)",Donut shop,"Breakfast restaurant,Brunch restaurant,Cafe,Coffee shop,Donut shop,Lunch restaurant,Restaurant,Service establishment,Vegan restaurant,Vegetarian cafe and deli",,,+1 787-995-7060,17879957060,Santurce,1503 C. Loíza,San Juan,907,San Juan,Puerto Rico,PR,-66.0634368,18.4521735,"https://www.google.com/maps/preview/place/Kudough's+Donuts+%26+Coffee+Bar,+1503+C.+Lo%C3%ADza,+San+Juan,+00907,+Puerto+Rico/@18.4521735,-66.0634368,3785a,13.1y/data=!4m2!3m1!1s0x8c036f31bcadfcd5:0x576dd750f910fd34",8/30/2021,567,4.2,"{""1"":41.0,""2"":23.0,""3"":52.0,""4"":108.0,""5"":343.0}",901,https://lh5.googleusercontent.com/p/AF1QipP4HJn_W0zcuOHEU80E2jKLPoCMH3paYVxJ6Ybf,https://lh5.googleusercontent.com/p/AF1QipNlGkKu0acWlfvE0eSqfpN3PgQblWLsCmuef9nr,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipP4HJn_W0zcuOHEU80E2jKLPoCMH3paYVxJ6Ybf"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipNlGkKu0acWlfvE0eSqfpN3PgQblWLsCmuef9nr""]"
0x8c03665ecc270f3f:0x6edb7d57d95eb5f9,Martin's BBQ,"Martin's BBQ, 842 Av. Roberto Sánchez Vilella, San Juan, 00924, Puerto Rico",No,,Barbecue restaurant,Barbecue restaurant,http://www.martinsbbqpr.net,http://www.martinsbbqpr.net,+1 787-757-4186,17877574186,,842 Av. Roberto Sánchez Vilella,San Juan,924,San Juan,Puerto Rico,PR,-66.0027141,18.4069229,"https://www.google.com/maps/preview/place/Martin's+BBQ,+842+Av.+Roberto+S%C3%A1nchez+Vilella,+San+Juan,+00924,+Puerto+Rico/@18.4069229,-66.0027141,3786a,13.1y/data=!4m2!3m1!1s0x8c03665ecc270f3f:0x6edb7d57d95eb5f9",8/30/2021,725,4.1,"{""1"":44.0,""2"":46.0,""3"":101.0,""4"":165.0,""5"":369.0}",119,https://lh5.googleusercontent.com/p/AF1QipPVl1-qUGixaa3uQkYlWXkcjmlKtvPQoR5rbzHo,https://lh5.googleusercontent.com/p/AF1QipOj9o7tsZhd_6KAUc5ehqufkuBedTDnZe8a7Yc,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipPVl1-qUGixaa3uQkYlWXkcjmlKtvPQoR5rbzHo"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipOj9o7tsZhd_6KAUc5ehqufkuBedTDnZe8a7Yc""]"
